NAME,DISTRICT,OFFICE,CYCLECAND,CURCAND,PARTY,INCUMBENCY,Netreceipts,NetDisbments,Inidv,ECOH,CandContrib,CandLoan,CandLoanRepay,DebtOwed,EndDate,,#REF!
"Box, Reagan",GA 014,US HOUSE,Y,1,R,Not an Incumbent,"62,369.00","67,354.00","62,369.00","3,058.00",0,0,0,0,12/31/2025,,
"Harris Ii, Diop",MI 004,US HOUSE,Y,1,D,Not an Incumbent,"61,121.00","46,281.00","60,471.00","9,306.00",0,1000,0,0,12/31/2025,,
"Masterson-Moyes, Whitney",TX 035,US HOUSE,Y,1,D,Not an Incumbent,"61,001.00","48,608.00","27,740.00","12,392.00",2761,30000,0,30000,12/31/2025,,
"Burnett, Christopher",MD 006,US HOUSE,Y,1,R,Not an Incumbent,"60,375.00","28,419.00","60,375.00","25,085.00",0,0,0,0,12/31/2025,,
"Pandich, Elizabeth",FL 021,US HOUSE,Y,1,D,Not an Incumbent,"59,909.00","59,909.00","67,736.00",0,1200,2500,27,2473,9/11/2025,,
"Gross, Keith",FL 002,US HOUSE,Y,1,R,Not an Incumbent,"58,683.00","42,398.00",197,"22,061.00",0,58486,0,2484862,12/31/2025,,
"Lombardo, Todd",CA 037,US HOUSE,Y,1,D,Not an Incumbent,"58,375.00","16,936.00","50,929.00","41,438.00",3011,10535,6100,4435,12/31/2025,,
"France, Mike",CT 002,US HOUSE,Y,1,R,Not an Incumbent,"57,901.00","33,795.00","48,401.00","24,106.00",0,2500,0,2500,12/31/2025,,
"Williams, Shonique",CA 041,US HOUSE,Y,1,D,Not an Incumbent,"57,548.00","9,534.00","17,548.00","48,014.00",0,40000,0,40000,12/31/2025,,
"Bish, Chris",CA 006,US HOUSE,Y,1,R,Not an Incumbent,"57,298.84","18,625.84","17,718.00","38,723.00",0,39805,25,38645,12/31/2025,,
"Blaha, Dylan",IL 013,US HOUSE,Y,1,D,Not an Incumbent,"56,957.00","48,645.00","53,864.00","8,312.00",3092,2547,2547,0,12/31/2025,,
"Robinson, Shanel",NJ 012,US HOUSE,Y,1,D,Not an Incumbent,"56,892.00","1,074.00","50,367.00","55,817.00",0,0,0,0,12/31/2025,,
"Hsu, John",NJ 006,US HOUSE,Y,1,D,Not an Incumbent,"56,854.00","22,817.00","56,854.00","34,111.00",0,0,0,1925,12/31/2025,,
"Villarreal, Ricardo",TX 028,US HOUSE,Y,1,D,Not an Incumbent,"56,726.00","5,618.00","2,600.00","51,108.00",0,54126,0,54126,12/31/2025,,
"Thompson, Kelly",IN 003,US HOUSE,Y,1,D,Not an Incumbent,"56,687.00","43,633.00","54,298.00","13,054.00",2389,0,0,0,12/31/2025,,
"Chiaradio, Michael",MS 003,US HOUSE,Y,1,D,Not an Incumbent,"56,051.00","35,249.00","55,846.00","20,802.00",205,0,0,0,12/31/2025,,
"Caldwell, Brent",NC 014,US HOUSE,Y,1,D,Not an Incumbent,"55,797.00","26,814.00","35,060.00","28,982.00",0,14611,2875,11735,12/31/2025,,
"Wilson, Kevin",MS 002,US HOUSE,Y,1,R,Not an Incumbent,"55,676.00","39,678.00","5,676.00","15,997.00",0,0,0,50000,12/31/2025,,
"Blanco, Jaimy",TX 009,US HOUSE,Y,1,R,Not an Incumbent,"55,588.93","38,110.93","49,389.00","18,496.00",0,0,0,0,12/31/2025,,
"Dunn Ms., Esq., Laura",NY 012,US HOUSE,Y,1,D,Not an Incumbent,"55,023.00","35,892.00","37,242.00","19,131.00",16881,0,0,24018,12/31/2025,,
"Garapati, Abhiram",TX 031,US HOUSE,Y,1,R,Not an Incumbent,"55,000.00","16,000.00",0,"39,000.00",0,55000,0,55000,12/31/2025,,
"Dawson, Dave",IA 004,US HOUSE,Y,1,D,Not an Incumbent,"54,858.00","25,139.00","53,353.00","29,718.00",0,0,0,0,12/31/2025,,
"Davis Dr., Jr, Paul",IL 015,US HOUSE,Y,1,D,Not an Incumbent,"54,747.00","49,990.00","24,837.00","4,757.00",29610,0,0,0,12/31/2025,,
"Peck, Timothy",IN 009,US HOUSE,Y,1,D,Not an Incumbent,"54,468.00","55,256.00","59,968.00","15,085.00",0,0,5000,65608,9/30/2025,,
"Ryerse, Robb",AR 003,US HOUSE,Y,1,D,Not an Incumbent,"54,462.00","51,274.00","54,517.00","3,187.00",100,0,0,2569,12/31/2025,,
"Schulte, Chris",NC 003,US HOUSE,Y,1,D,Not an Incumbent,"54,170.00","51,199.00","54,150.00","2,970.00",0,0,0,3068,12/31/2025,,
"Koslow, Michael",CA 026,US HOUSE,Y,1,R,Not an Incumbent,"53,519.00","47,186.00","33,374.00","17,643.00",145,20000,0,73683,12/31/2025,,
"Fortune, Ruth",CT 001,US HOUSE,Y,1,D,Not an Incumbent,"53,053.00","20,130.00","52,885.00","32,922.00",168,0,0,0,12/31/2025,,
"Cappello, John",NY 017,US HOUSE,Y,1,D,Not an Incumbent,"52,800.00","33,150.00","52,800.00","19,649.00",0,0,0,14183,12/31/2025,,
"Preston, Jenna",CO 004,US HOUSE,Y,1,D,Not an Incumbent,"52,700.00","13,616.00","52,800.00","39,083.00",0,0,0,5456,12/31/2025,,
"Lee, Elizabeth",AZ 005,US HOUSE,Y,1,D,Not an Incumbent,"52,671.00","28,135.00","47,671.00","24,535.00",0,5000,0,5000,12/31/2025,,
"Dougherty, Sean",CA 019,US HOUSE,Y,1,3,Not an Incumbent,"52,303.00","50,983.00","8,948.00","3,338.00",0,43355,0,62796,12/31/2025,,
"Blomquist, Kyle",MI 001,US HOUSE,Y,1,D,Not an Incumbent,"51,823.00","35,999.00","48,277.00","15,824.00",3645,0,0,0,12/31/2025,,
"Buford, James",TX 006,US HOUSE,Y,1,R,Not an Incumbent,"51,561.00","49,744.00","11,561.00","1,851.00",40000,0,0,0,12/31/2025,,
"Sanchez Dr., Monica",CA 038,US HOUSE,Y,1,D,Not an Incumbent,"51,474.00","13,644.00","49,474.00","37,830.00",0,1000,0,6043,12/31/2025,,
"Pohl, Amanda",VA 001,US HOUSE,Y,1,D,Not an Incumbent,"51,399.00","45,910.00","51,299.00","5,489.00",0,0,0,0,12/31/2025,,
"Joseph, Rodenay",FL 020,US HOUSE,Y,1,R,Not an Incumbent,"51,351.00","49,159.00","51,351.00","2,192.00",0,0,0,0,12/31/2025,,
"Jordan, Amy",NY 012,US HOUSE,Y,1,I,Not an Incumbent,"51,250.00","32,492.00","1,250.00","18,757.00",0,50000,0,50000,12/31/2025,,
"Lucchetti, Andrew",VA 001,US HOUSE,Y,1,D,Not an Incumbent,"50,728.00","50,728.00","31,337.00",0,26391,0,0,0,8/22/2025,,
"Bledsoe, Bill",SC 005,US HOUSE,Y,1,R,Not an Incumbent,"50,003.00",0,0,"50,003.00",0,50000,0,50000,9/30/2025,,
"Barfield, Stephen",GA 007,US HOUSE,Y,1,R,Not an Incumbent,"50,001.00","50,001.00",0,0,0,50000,0,0,1/31/2026,,
"Gajapathy, Chandiha",NJ 005,US HOUSE,Y,1,R,Not an Incumbent,"50,000.00","49,999.00","50,000.00",0,0,0,0,0,11/23/2025,,
"Gromlich, Matthew",LA 004,US HOUSE,Y,1,D,Not an Incumbent,"49,785.00","38,697.00","6,727.00","11,087.00",3058,40000,0,40000,12/31/2025,,
"Morris, Karl",PA 003,US HOUSE,Y,1,D,Not an Incumbent,"49,556.00","33,269.00","3,372.00","16,287.00",31284,15000,0,15000,12/31/2025,,
"Matthews, Robert",DC 001,US HOUSE,Y,1,D,Not an Incumbent,"49,078.00",430,"7,078.00","48,647.00",0,42000,0,42000,12/31/2025,,
"Bickelhaupt, Julie",IL 017,US HOUSE,Y,1,R,Not an Incumbent,"49,006.40","16,788.40","38,255.00","32,217.00",5441,5000,0,5000,12/31/2025,,
"Schenke, James",IN 001,US HOUSE,Y,1,R,Not an Incumbent,"48,878.00","42,650.00","47,142.00","6,227.00",1735,0,0,21731,12/31/2025,,
"Smith, Jamey",CO 005,US HOUSE,Y,1,D,Not an Incumbent,"48,584.00","36,768.00","46,874.00","11,816.00",1709,1726,1726,0,12/31/2025,,
"Hill Dr., Aaron",NV 004,US HOUSE,Y,1,R,Not an Incumbent,"48,442.00","43,870.00","48,440.00","4,571.00",0,0,0,0,6/30/2025,,
"Moylan, James",GU 001,US HOUSE,Y,1,R,Incumbent,"47,998.00","20,499.00","35,198.00","31,523.00",1000,0,0,0,12/31/2025,,
"Walters, Joshua",NV 003,US HOUSE,Y,1,R,Not an Incumbent,"47,841.00","47,841.00",50,0,47791,0,0,0,11/21/2025,,
"Elliott, Steven",MI 010,US HOUSE,Y,1,R,Not an Incumbent,"47,685.40","59,143.40","37,486.00","20,529.00",0,10200,0,10200,12/31/2025,,
"Elliott, Steven",MI 012,US HOUSE,Y,1,R,Not an Incumbent,"47,685.40","59,143.40","37,486.00","20,529.00",0,10200,0,10200,12/31/2025,,
"Mckenzie, Ronald",GA 013,US HOUSE,Y,1,D,Not an Incumbent,"47,305.00","46,601.00","38,292.00",703,13,9000,0,8662,12/31/2025,,
"Zabriskie Ms., Kathryn",VA 005,US HOUSE,Y,1,D,Not an Incumbent,"47,155.00","47,155.00","13,560.00",0,2148,31440,0,0,12/31/2025,,
"Hatley, Chris",TX 027,US HOUSE,Y,1,R,Not an Incumbent,"47,114.00",390,"6,047.00","46,724.00",0,41067,0,41067,12/31/2025,,
"Guinchard, Mary",NJ 005,US HOUSE,Y,1,R,Not an Incumbent,"46,995.00","48,185.00","17,364.00",724,0,100600,71000,270638,12/31/2025,,
"Scheffler, Mark",WI 008,US HOUSE,Y,1,D,Not an Incumbent,"46,983.00","25,755.00","16,983.00","21,227.00",15000,15000,0,15000,12/31/2025,,
"Keller, Maura",GA 003,US HOUSE,Y,1,D,Not an Incumbent,"46,441.00","22,711.00","46,441.00","26,685.00",0,0,0,25520,12/31/2025,,
"Wilmer, Deddrick",TX 008,US HOUSE,Y,1,R,Not an Incumbent,"46,032.00","26,396.00","2,682.00","19,636.00",42500,0,0,0,9/30/2025,,
"Hook Dr., Kristin",TX 021,US HOUSE,Y,1,D,Not an Incumbent,"45,675.58","5,929.58","44,258.00","44,103.00",0,1417,0,1417,12/31/2025,,
"Barnes, Thomas",AL 004,US HOUSE,Y,1,R,Not an Incumbent,"45,391.00","3,000.00","40,391.00","42,391.00",5000,0,0,0,12/31/2025,,
"Davey, Michael",FL 027,US HOUSE,Y,1,D,Not an Incumbent,"45,190.00","28,247.00","45,190.00","199,798.00",0,0,0,242700,12/31/2025,,
"Dolter, Kathryn",IA 002,US HOUSE,Y,1,D,Not an Incumbent,"45,176.00","40,589.00","29,890.00","4,586.00",0,16386,0,2800,12/31/2025,,
"Sarmiento, Crystal",TX 009,US HOUSE,Y,1,R,Not an Incumbent,"44,944.00","16,457.00","32,944.00","28,486.00",0,12000,0,12000,12/31/2025,,
"Knight, Jason",TN 007,US HOUSE,Y,1,R,Not an Incumbent,"44,650.99","43,681.99","23,651.00",968,1000,20000,0,27954,12/31/2025,,
"Lemondes, John",NY 022,US HOUSE,Y,1,R,Not an Incumbent,"44,521.00","29,235.00","39,496.00","15,286.00",0,0,0,0,12/31/2025,,
"Pautsch, David",IA 001,US HOUSE,Y,1,R,Not an Incumbent,"44,000.00","38,107.00","27,500.00","11,590.00",0,16500,0,16500,12/31/2025,,
"Bradstock, David",PA 014,US HOUSE,Y,1,D,Not an Incumbent,"43,788.00","13,319.00","41,788.00","30,469.00",2000,0,0,0,12/31/2025,,
"Sooy, Sara",NJ 007,US HOUSE,Y,1,D,Not an Incumbent,"43,709.00","7,638.00","42,209.00","36,070.00",0,1500,0,1500,12/31/2025,,
"Jacob, Mitchell",OK 004,US HOUSE,Y,1,D,Not an Incumbent,"43,290.00","40,952.00","20,399.00","2,338.00",379,22500,0,25214,12/31/2025,,
"Austin, George",CT 002,US HOUSE,Y,1,R,Not an Incumbent,"43,285.00","33,766.00","8,285.00","9,518.00",0,35000,0,35000,12/31/2025,,
"Barran, Antony",WA 003,US HOUSE,Y,1,R,Not an Incumbent,"43,071.00","38,000.00","43,071.00","5,071.00",0,0,0,0,12/31/2025,,
"Cable, Conrad",LA 004,US HOUSE,Y,1,D,Not an Incumbent,"42,419.00","25,060.00","42,419.00","17,358.00",0,0,0,0,12/31/2025,,
"Smith, Adam",NC 011,US HOUSE,Y,1,R,Not an Incumbent,"42,406.00","40,244.00","32,706.00","2,161.00",0,0,0,0,12/31/2025,,
"London, Steven",NV 003,US HOUSE,Y,1,R,Not an Incumbent,"42,404.00","42,404.00",0,0,42404,0,0,0,10/29/2025,,
"Oglesby-Henry, Rosemary",OH 001,US HOUSE,Y,1,R,Not an Incumbent,"41,640.00","39,209.00","39,137.00","2,430.00",2502,0,0,0,12/31/2025,,
"Stille, Becky",NE 003,US HOUSE,Y,1,D,Not an Incumbent,"41,579.00","28,790.00","7,691.00","12,788.00",0,33887,0,33887,12/31/2025,,
"Furry, Will",FL 006,US HOUSE,Y,1,R,Not an Incumbent,"41,362.00","37,968.00","27,362.00","3,393.00",5000,10000,0,10000,12/31/2025,,
"Montavon, Matthew",FL 017,US HOUSE,Y,1,D,Not an Incumbent,"41,232.00","17,177.00","18,245.00","24,054.00",7987,15000,0,15000,12/31/2025,,
"Chaaban, Marc",NJ 011,US HOUSE,Y,1,D,Not an Incumbent,"41,067.00","41,067.00","118,915.00",0,0,0,0,0,12/29/2025,,
"Chadzynski, Sarah",NH 001,US HOUSE,Y,1,D,Not an Incumbent,"40,570.73","38,834.73","40,570.00","1,735.00",0,0,0,0,12/31/2025,,
"Iannarino, Marc",CA 048,US HOUSE,Y,1,D,Not an Incumbent,"40,354.00","36,821.00","40,394.00","3,532.00",0,0,0,0,12/31/2025,,
"Hunt, Tracy",PA 001,US HOUSE,Y,1,D,Not an Incumbent,"39,847.00","39,083.00","33,847.00",763,0,6000,0,6000,12/31/2025,,
"Meyer, Bradley",IN 009,US HOUSE,Y,1,D,Not an Incumbent,"39,823.00","27,344.00","33,273.00","8,835.00",0,6549,0,6549,12/31/2025,,
"Kinter, Marialana",FL 007,US HOUSE,Y,1,D,Not an Incumbent,"39,364.00","26,846.00","38,936.00","12,517.00",178,0,0,0,12/31/2025,,
"Khan, Afzal",NV 001,US HOUSE,Y,1,R,Not an Incumbent,"39,244.00","33,255.00","35,778.00","5,989.00",0,0,0,7166,12/31/2025,,
"Reevs, Paul",AZ 001,US HOUSE,Y,1,R,Not an Incumbent,"38,730.00","38,730.00","22,700.00",0,5150,82750,49170,0,1/26/2026,,
"Dittmer, Mallory",SC 005,US HOUSE,Y,1,D,Not an Incumbent,"38,674.00","13,996.00","36,549.00","24,677.00",0,1208,1208,150,12/31/2025,,
"Vandenberg, Tyler",CA 006,US HOUSE,Y,1,D,Not an Incumbent,"38,419.00","26,539.00","28,419.00","11,879.00",5000,5000,0,19434,12/31/2025,,
"Michal, Justin",MI 001,US HOUSE,Y,1,R,Not an Incumbent,"37,931.00","30,588.00","17,391.00","7,342.00",20540,0,0,0,12/31/2025,,
"Stiles, Wayne",MI 001,US HOUSE,Y,1,D,Not an Incumbent,"37,737.99","36,823.99","33,177.00",913,40,6000,1442,4557,12/31/2025,,
"Rance, Howard",FL 009,US HOUSE,Y,1,R,Not an Incumbent,"37,462.00","22,073.00","3,449.00","15,389.00",5913,28100,0,28100,12/31/2025,,
"Rance, Howard",FL 010,US HOUSE,Y,1,R,Not an Incumbent,"37,462.00","22,073.00","3,449.00","15,389.00",5913,28100,0,28100,12/31/2025,,
"Verbica, Peter",CA 019,US HOUSE,Y,1,R,Not an Incumbent,"36,715.00","18,772.00","36,215.00","17,942.00",500,0,0,0,9/30/2025,,
"Wojciechowski, Aaron",WI 006,US HOUSE,Y,1,D,Not an Incumbent,"36,626.00","31,760.00","13,156.00","4,865.00",50,22000,0,22000,12/31/2025,,
"Vician, Gary",IL 014,US HOUSE,Y,1,R,Not an Incumbent,"36,575.00","1,503.00","2,225.00","36,071.00",0,34100,0,34100,12/31/2025,,
"Ahuja, Christopher",CA 032,US HOUSE,Y,1,D,Not an Incumbent,"36,441.00","19,083.00","36,441.00","20,028.00",0,0,0,0,12/31/2025,,
"Todd, Jennifer",IL 015,US HOUSE,Y,1,D,Not an Incumbent,"36,396.20","30,425.20","33,599.00","-1,397.00",0,0,0,0,12/31/2025,,
"Mcdonough, Melissa",TX 038,US HOUSE,Y,1,D,Not an Incumbent,"36,363.00","24,858.00","23,282.00","34,204.00",12581,0,0,113239,12/31/2025,,
"Berry Dr., David",TX 031,US HOUSE,Y,1,R,Not an Incumbent,"36,100.00","20,567.00","11,000.00","15,532.00",0,25100,0,25100,12/31/2025,,
"Castro, Andres",GA 005,US HOUSE,Y,1,D,Not an Incumbent,"35,960.00","31,918.00","10,322.00","4,042.00",25638,0,0,0,12/31/2025,,
"Briarwood, Zelda",NC 011,US HOUSE,Y,1,D,Not an Incumbent,"35,729.00","5,129.00","18,459.00","30,900.00",4450,12570,0,1500,12/31/2025,,
"Broderick, Victoria",TN 004,US HOUSE,Y,1,D,Not an Incumbent,"35,713.00","37,538.00","28,901.00","5,867.00",500,0,0,0,12/31/2025,,
"Strand, John",FL 019,US HOUSE,Y,1,R,Not an Incumbent,"35,700.00","33,469.00","12,721.00","2,231.00",0,19479,0,19479,12/31/2025,,
"Gordon, Hunter",WA 001,US HOUSE,Y,1,D,Not an Incumbent,"35,038.00","15,031.00",788,"20,006.00",0,34250,0,34250,12/31/2025,,
"Zabel, Sarah",ID 001,US HOUSE,Y,1,I,Not an Incumbent,"35,008.00",0,"3,973.00","35,008.00",31035,0,0,0,12/31/2025,,
"Hamid, Omed",CA 011,US HOUSE,Y,1,D,Not an Incumbent,"34,968.00",0,0,"34,968.00",0,34968,0,34968,12/31/2025,,
"Compton, William",KY 002,US HOUSE,Y,1,D,Not an Incumbent,"34,759.00","27,072.00","34,541.00","8,072.00",218,0,0,0,12/31/2025,,
"Carrasco, Aimee",TX 032,US HOUSE,Y,1,R,Not an Incumbent,"34,575.00","33,241.00","1,575.00","1,333.00",0,33000,0,33000,12/31/2025,,
"Servance, Squire",NJ 012,US HOUSE,Y,1,D,Not an Incumbent,"34,478.00","26,290.00","21,911.00","8,187.00",12566,0,0,0,12/31/2025,,
"Jewett, Lauren",LA 001,US HOUSE,Y,1,D,Not an Incumbent,"34,458.00","17,834.00","33,462.00","16,623.00",995,0,0,700,12/31/2025,,
"Clark, Rebecca",TX 022,US HOUSE,Y,1,R,Not an Incumbent,"34,410.00","16,202.00","13,285.00","18,207.00",6125,15000,0,15000,12/31/2025,,
"Cullen, Jason",NJ 003,US HOUSE,Y,1,R,Not an Incumbent,"33,926.00","22,592.00","25,094.00","11,333.00",95,9000,0,9000,12/31/2025,,
"Montanez, Monty",TX 032,US HOUSE,Y,1,R,Not an Incumbent,"33,824.00","34,566.00","15,837.00",-742,0,21886,5400,16886,12/31/2025,,
"Adams-Falconer Jr., Thomas",CA 038,US HOUSE,Y,1,D,Not an Incumbent,"33,473.00","31,839.00","31,028.00","2,447.00",0,0,0,38473,12/31/2025,,
"Hinojosa Jr., Alfredo",TX 034,US HOUSE,Y,1,R,Not an Incumbent,"33,057.00","33,057.00","36,057.00",0,0,0,0,0,1/31/2026,,
"Harman, Isabelle",PA 010,US HOUSE,Y,1,I,Not an Incumbent,"33,032.00","26,535.00","7,161.00","6,496.00",2250,22420,0,29750,12/31/2025,,
"Smith, Bradley",WI 006,US HOUSE,Y,1,D,Not an Incumbent,"32,996.00","9,629.00","22,251.00","23,367.00",10745,0,0,0,12/31/2025,,
"Franklin, Jackson",IN 005,US HOUSE,Y,1,D,Not an Incumbent,"32,737.00","22,340.00","32,727.00","10,397.00",0,10,0,10,12/31/2025,,
"Slater, Robert",TX 029,US HOUSE,Y,1,D,Not an Incumbent,"32,655.00","12,912.00","7,655.00","39,066.00",25000,0,0,0,12/31/2025,,
"Rasmussen, Dawn",OR 002,US HOUSE,Y,1,D,Not an Incumbent,"32,486.00","18,986.00","30,186.00","13,500.00",0,0,0,2837,12/31/2025,,
"Dowell Jr, Steven",TX 031,US HOUSE,Y,1,R,Not an Incumbent,"32,396.00","21,835.00","14,089.00","10,561.00",18298,0,0,0,12/31/2025,,
"Womack, David",WA 005,US HOUSE,Y,1,D,Not an Incumbent,"31,821.00","4,602.00","31,821.00","27,218.00",0,0,0,0,12/31/2025,,
"Benjamin, Laura",WI 003,US HOUSE,Y,1,D,Not an Incumbent,"31,633.36","24,940.36","21,917.00","6,693.00",0,10000,0,10000,9/30/2025,,
"Ambrose, Benjamin",MI 002,US HOUSE,Y,1,D,Not an Incumbent,"31,511.00","10,925.00","31,261.00","20,635.00",0,0,0,0,12/31/2025,,
"Esparza, Juan",TX 028,US HOUSE,Y,1,R,Not an Incumbent,"31,477.01","31,477.01","1,025.00",0,0,30453,0,0,8/13/2025,,
"Adams, Jennifer",FL 007,US HOUSE,Y,1,D,Not an Incumbent,"31,394.40","26,263.40","33,054.00","5,136.00",0,0,3160,55339,6/30/2025,,
"Pan, David",CA 046,US HOUSE,Y,1,R,Not an Incumbent,"31,232.00","16,996.00","26,674.00","17,116.00",0,4000,0,28476,9/30/2025,,
"Baez Dr, Edgardo",TX 020,US HOUSE,Y,1,R,Not an Incumbent,"31,085.00","26,998.00","13,850.00","4,087.00",1600,15135,0,15135,12/31/2025,,
"Enck, Gretel",TX 023,US HOUSE,Y,1,D,Not an Incumbent,"30,986.00","24,261.00","15,966.00","6,724.00",5020,10000,0,10000,12/31/2025,,
"Botelho, Michele",CT 005,US HOUSE,Y,1,R,Not an Incumbent,"30,945.00","22,936.00","19,145.00","2,527.00",11800,0,0,0,12/31/2025,,
"Eisner, Michael",OH 007,US HOUSE,Y,1,D,Not an Incumbent,"30,565.00","29,777.00","28,857.00",787,1707,0,0,0,12/31/2025,,
"Stout, Katy",TX 023,US HOUSE,Y,1,D,Not an Incumbent,"30,427.00","21,081.00","15,543.00","9,346.00",7492,7392,0,7392,12/31/2025,,
"Jensen, Douglas",IA 004,US HOUSE,Y,1,R,Not an Incumbent,"30,110.00","25,446.00","10,110.00","4,663.00",0,20000,0,20000,12/31/2025,,
"Mayfield, Darius",VA 007,US HOUSE,Y,1,R,Not an Incumbent,"29,987.00","29,316.00","15,987.00",670,0,12500,3500,26987,12/31/2025,,
"Sapp, Howard",FL 019,US HOUSE,Y,1,D,Not an Incumbent,"29,632.00","27,763.00","29,432.00","1,869.00",200,0,0,0,12/31/2025,,
"Jenkins, Miracle",IL 009,US HOUSE,Y,1,D,Not an Incumbent,"29,445.00","27,184.00","29,406.00","2,261.00",38,0,0,0,6/30/2025,,
"Buck, Kelvin",MS 001,US HOUSE,Y,1,D,Not an Incumbent,"29,190.00","15,675.00","13,190.00","13,514.00",0,6000,0,16000,12/31/2025,,
"Atchley, David",SC 004,US HOUSE,Y,1,R,Not an Incumbent,"29,178.00","21,535.00","35,177.00","7,642.00",0,0,0,0,12/31/2025,,
"Alexander, Timothy",NJ 002,US HOUSE,Y,1,D,Not an Incumbent,"28,857.00","21,058.00","26,547.00","7,799.00",0,6120,0,6120,12/31/2025,,
"Jones, Steve",NM 001,US HOUSE,Y,1,R,Not an Incumbent,"28,572.00","24,114.00",500,"30,038.00",0,28072,0,220626,12/31/2025,,
"Good, Bob",VA 005,US HOUSE,Y,1,R,Not an Incumbent,"28,526.64","22,591.64","8,819.00","10,306.00",0,10000,0,34023,12/31/2025,,
"Williams, John",KY 001,US HOUSE,Y,1,D,Not an Incumbent,"28,416.15","19,694.15","26,716.00","8,722.00",0,1700,0,1700,12/31/2025,,
"Pedersen, Mike",FL 019,US HOUSE,Y,1,R,Not an Incumbent,"28,411.00","20,961.00","28,411.00","7,449.00",0,0,0,0,12/31/2025,,
"Simonelli, Lucia",PA 001,US HOUSE,Y,1,D,Not an Incumbent,"28,347.00",832,"24,847.00","27,514.00",3500,0,0,0,12/31/2025,,
"Atwell, Daltson",MI 009,US HOUSE,Y,1,R,Not an Incumbent,"28,220.00","28,203.00","1,020.00",16,27200,0,0,0,1/5/2026,,
"Gurfein, Jared",FL 023,US HOUSE,Y,1,R,Not an Incumbent,"27,753.00","15,964.00","27,963.00","11,789.00",0,0,0,0,12/31/2025,,
"Levine, Matthew",MO 006,US HOUSE,Y,1,D,Not an Incumbent,"27,627.00","27,183.00","25,851.00",444,1775,0,0,0,12/31/2025,,
"Fonken, Matthew",NV 002,US HOUSE,Y,1,D,Not an Incumbent,"27,575.00","4,157.00","22,575.00","23,417.00",0,0,0,0,12/31/2025,,
"Dominguez, Lydia",NV 003,US HOUSE,Y,1,R,Not an Incumbent,"27,465.00","22,923.00","26,465.00","4,541.00",0,0,0,0,12/31/2025,,
"Horowitz, Zurit",CO 005,US HOUSE,Y,1,D,Not an Incumbent,"27,369.00","17,032.00","27,110.00","10,336.00",259,0,0,0,12/31/2025,,
"Ventouras, Lukas",NY 001,US HOUSE,Y,1,D,Not an Incumbent,"27,305.00","20,056.00","20,500.00","23,798.00",2700,3800,0,0,12/31/2025,,
"Morton, Maurice",MI 013,US HOUSE,Y,1,I,Not an Incumbent,"27,295.00","14,708.00","2,295.00","12,586.00",0,25000,0,25000,12/31/2025,,
"Steger, Mike",MI 011,US HOUSE,Y,1,R,Not an Incumbent,"27,246.00","9,271.00","26,874.00","17,975.00",13,0,0,0,12/31/2025,,
"Easton, Andre",NY 015,US HOUSE,Y,1,I,Not an Incumbent,"27,245.00","18,317.00","27,245.00","3,468.00",0,0,0,0,12/31/2025,,
"Hodge, Tessa",CA 023,US HOUSE,Y,1,D,Not an Incumbent,"27,107.02","24,916.02","18,027.00","2,190.00",5310,3770,0,3770,12/31/2025,,
"White, Jonathan",MD 004,US HOUSE,Y,1,D,Not an Incumbent,"26,859.00","2,392.00","26,547.00","24,566.00",311,0,0,0,12/31/2025,,
"Forgie, Adam",PA 012,US HOUSE,Y,1,D,Not an Incumbent,"26,850.00","14,666.00","26,400.00","7,279.00",450,0,0,0,12/31/2025,,
"Morrison, Curtis",CA 048,US HOUSE,Y,1,D,Not an Incumbent,"26,844.00","25,422.00","19,806.00","1,422.00",7037,0,0,9372,12/31/2025,,
"Ford, Justin",IL 009,US HOUSE,Y,1,D,Not an Incumbent,"26,814.00","27,265.00","3,031.00",-817,0,23782,0,820,12/31/2025,,
"Dixit, Sandeep",OH 013,US HOUSE,Y,1,I,Not an Incumbent,"26,801.00","19,521.00","22,801.00","7,279.00",0,4000,0,4000,12/31/2025,,
"Story, Justin",FL 009,US HOUSE,Y,1,R,Not an Incumbent,"26,666.00","21,103.00","17,824.00","5,563.00",2341,6500,0,6500,12/31/2025,,
"Derito, Adam",CO 008,US HOUSE,Y,1,R,Not an Incumbent,"26,608.00","20,390.00","7,156.00","6,218.00",0,19451,0,19451,12/31/2025,,
"Shoemaker, James",CA 009,US HOUSE,Y,1,R,Not an Incumbent,"26,590.55","26,342.55","26,486.00",247,0,0,0,13836,12/31/2025,,
"Williams, Anna",NJ 011,US HOUSE,Y,1,D,Not an Incumbent,"26,422.00","18,249.00","26,422.00","8,172.00",0,0,0,0,1/16/2026,,
"Pixley, Jeffrey",OK 004,US HOUSE,Y,1,D,Not an Incumbent,"26,341.00","5,955.00","24,931.00","20,386.00",1410,0,0,0,12/31/2025,,
"Mawhiney, Billy",SD 001,US HOUSE,Y,1,D,Not an Incumbent,"26,164.00","18,321.00","25,064.00","7,842.00",0,2000,2000,0,12/31/2025,,
"Qadir, Abrar",CA 014,US HOUSE,Y,1,D,Not an Incumbent,"26,061.00","8,481.00","24,922.00","-2,455.00",1139,0,0,0,12/31/2025,,
"Smead, Josh",MO 006,US HOUSE,Y,1,D,Not an Incumbent,"25,990.00","16,660.00","20,944.00","9,330.00",5046,0,0,0,12/31/2025,,
